,Subject,Trial,Angle,Matching,Response,Time,Correct,Age,Sex,NewColumn,TimeSecs
2460,26,17,100,0,n,3726,1,27,F,520,3.726
2461,26,18,150,1,b,2106,1,27,F,520,2.106
2462,26,19,50,0,n,2255,1,27,F,520,2.255
2463,26,20,50,1,b,2031,1,27,F,520,2.031
2464,26,21,100,0,n,2178,1,27,F,520,2.178
2465,26,22,0,0,b,1375,0,27,F,520,1.375
2466,26,23,0,1,b,1225,1,27,F,520,1.225
2467,26,24,150,0,b,2612,0,27,F,520,2.612
2468,26,25,150,0,n,1004,1,27,F,520,1.004
2469,26,26,50,0,n,1845,1,27,F,520,1.845
2470,26,27,50,1,b,1545,1,27,F,520,1.545
2471,26,28,100,1,b,1919,1,27,F,520,1.919
2472,26,29,0,1,b,1098,1,27,F,520,1.098
2473,26,30,0,0,n,1270,1,27,F,520,1.27
2474,26,31,150,1,b,5922,1,27,F,520,5.922
2475,26,32,100,0,n,2646,1,27,F,520,2.646
2476,26,33,50,1,b,1991,1,27,F,520,1.991
2477,26,34,100,1,b,2531,1,27,F,520,2.531
2478,26,35,150,1,b,5373,1,27,F,520,5.373
2479,26,36,0,0,n,1135,1,27,F,520,1.135
2480,26,38,150,0,n,3467,1,27,F,520,3.467
2481,26,39,0,1,b,1002,1,27,F,520,1.002
2482,26,40,50,0,n,1190,1,27,F,520,1.19
2483,26,41,150,1,b,2782,1,27,F,520,2.782
2484,26,42,0,0,n,1142,1,27,F,520,1.142
2485,26,43,100,1,n,3661,0,27,F,520,3.661
2486,26,44,150,0,n,2262,1,27,F,520,2.262
2487,26,45,50,0,n,1345,1,27,F,520,1.345
2488,26,46,100,0,n,2639,1,27,F,520,2.639
2489,26,47,0,1,b,1259,1,27,F,520,1.259
2490,26,48,50,1,b,1359,1,27,F,520,1.359
2491,26,49,100,0,n,2689,1,27,F,520,2.689
2492,26,50,150,0,n,1417,1,27,F,520,1.417
2493,26,51,0,1,b,1144,1,27,F,520,1.144
2494,26,52,0,0,n,1087,1,27,F,520,1.087
2495,26,53,100,1,b,2620,1,27,F,520,2.62
2496,26,54,50,0,n,1046,1,27,F,520,1.046
2497,26,55,150,1,b,3141,1,27,F,520,3.141
2498,26,56,50,1,b,1153,1,27,F,520,1.153
2499,26,57,150,0,n,2143,1,27,F,520,2.143
2500,26,58,100,0,n,1324,1,27,F,520,1.324
2501,26,59,150,1,b,1536,1,27,F,520,1.536
2502,26,60,100,1,b,2958,1,27,F,520,2.958
2503,26,61,0,1,b,1143,1,27,F,520,1.143
2504,26,62,0,0,n,1637,1,27,F,520,1.637
2505,26,63,50,0,n,1783,1,27,F,520,1.783
2506,26,64,50,1,b,2652,1,27,F,520,2.652
2507,26,65,150,0,n,3243,1,27,F,520,3.243
2508,26,66,0,1,b,1135,1,27,F,520,1.135
2509,26,67,150,1,b,4616,1,27,F,520,4.616
2510,26,68,0,0,n,918,1,27,F,520,0.918
2511,26,69,50,0,n,1878,1,27,F,520,1.878
2512,26,70,50,1,b,1621,1,27,F,520,1.621
2513,26,71,100,1,b,1296,1,27,F,520,1.296
2514,26,72,100,0,n,2889,1,27,F,520,2.889
2515,26,73,100,1,b,1843,1,27,F,520,1.843
2516,26,74,100,0,n,1910,1,27,F,520,1.91
2517,26,75,150,1,b,3006,1,27,F,520,3.006
2518,26,76,0,0,n,2883,1,27,F,520,2.883
2519,26,77,0,1,b,2266,1,27,F,520,2.266
2520,26,78,50,1,b,1857,1,27,F,520,1.857
2521,26,79,50,0,n,1112,1,27,F,520,1.112
2522,26,80,150,0,b,3257,0,27,F,520,3.257
2523,26,81,50,0,n,3586,1,27,F,520,3.586
2524,26,82,0,1,b,910,1,27,F,520,0.91
2525,26,83,150,0,n,2143,1,27,F,520,2.143
2526,26,84,50,1,b,1883,1,27,F,520,1.883
2527,26,85,100,1,b,2350,1,27,F,520,2.35
2528,26,86,0,0,n,2164,1,27,F,520,2.164
2529,26,87,150,1,b,2962,1,27,F,520,2.962
2530,26,88,100,0,n,2992,1,27,F,520,2.992
2531,26,89,100,0,n,2776,1,27,F,520,2.776
2532,26,90,50,1,b,1129,1,27,F,520,1.129
2533,26,91,0,1,b,923,1,27,F,520,0.923
2534,26,92,150,1,b,5046,1,27,F,520,5.046
2535,26,93,150,0,n,1785,1,27,F,520,1.785
2536,26,94,50,0,n,1071,1,27,F,520,1.071
2537,26,95,100,1,b,1154,1,27,F,520,1.154
2538,26,96,0,0,n,3520,1,27,F,520,3.52
2539,39,1,0,0,n,1518,1,18,M,780,1.518
2540,39,2,150,0,n,3277,1,18,M,780,3.277
2541,39,3,150,1,b,2526,1,18,M,780,2.526
2542,39,4,100,1,b,2413,1,18,M,780,2.413
2543,39,5,50,1,b,3305,1,18,M,780,3.305
2544,39,6,50,0,n,2493,1,18,M,780,2.493
2545,39,7,100,0,n,3070,1,18,M,780,3.07
2546,39,8,0,1,b,1446,1,18,M,780,1.446
2547,39,9,150,0,n,3001,1,18,M,780,3.001
2548,39,10,150,1,b,2866,1,18,M,780,2.866
2549,39,11,50,0,b,2372,0,18,M,780,2.372
2550,39,12,0,0,n,2625,1,18,M,780,2.625
2551,39,13,0,1,b,1710,1,18,M,780,1.71
2552,39,14,100,0,n,1673,1,18,M,780,1.673
2553,39,15,100,1,n,3256,0,18,M,780,3.256
2554,39,16,50,1,n,2640,0,18,M,780,2.64
2555,39,17,100,0,n,2787,1,18,M,780,2.787
2556,39,18,150,1,n,2558,0,18,M,780,2.558
2557,39,19,50,0,n,3356,1,18,M,780,3.356
2558,39,20,50,1,n,4112,0,18,M,780,4.112
2559,39,21,100,0,n,3435,1,18,M,780,3.435
2560,39,22,0,0,n,1998,1,18,M,780,1.998
2561,39,23,0,1,b,1889,1,18,M,780,1.889
2562,39,24,150,0,b,2058,0,18,M,780,2.058
2563,39,25,150,0,n,2657,1,18,M,780,2.657
2564,39,26,50,0,n,2481,1,18,M,780,2.481
2565,39,27,50,1,b,2531,1,18,M,780,2.531
2566,39,28,100,1,b,3736,1,18,M,780,3.736
2567,39,29,0,1,b,2325,1,18,M,780,2.325
2568,39,30,0,0,n,2670,1,18,M,780,2.67
2569,39,31,150,1,n,3753,0,18,M,780,3.753
2570,39,32,100,0,n,2375,1,18,M,780,2.375
2571,39,33,50,1,b,2338,1,18,M,780,2.338
2572,39,34,100,1,n,2345,0,18,M,780,2.345
2573,39,35,150,1,b,5263,1,18,M,780,5.263
2574,39,36,0,0,n,3854,1,18,M,780,3.854
2575,39,37,100,1,b,2553,1,18,M,780,2.553
2576,39,38,150,0,n,2420,1,18,M,780,2.42
2577,39,39,0,1,b,2563,1,18,M,780,2.563
2578,39,40,50,0,n,2825,1,18,M,780,2.825
2579,39,41,150,1,n,3019,0,18,M,780,3.019
2580,39,42,0,0,n,2686,1,18,M,780,2.686
2581,39,43,100,1,b,2095,1,18,M,780,2.095
2582,39,44,150,0,n,2741,1,18,M,780,2.741
2583,39,45,50,0,n,2075,1,18,M,780,2.075
2584,39,46,100,0,n,4100,1,18,M,780,4.1
2585,39,47,0,1,b,1474,1,18,M,780,1.474
2586,39,48,50,1,b,1929,1,18,M,780,1.929
2587,39,49,100,0,n,2172,1,18,M,780,2.172
2588,39,50,150,0,n,2154,1,18,M,780,2.154
2589,39,51,0,1,b,1254,1,18,M,780,1.254
2590,39,52,0,0,n,1853,1,18,M,780,1.853
2591,39,53,100,1,b,2559,1,18,M,780,2.559
2592,39,54,50,0,n,1915,1,18,M,780,1.915
2593,39,55,150,1,n,3262,0,18,M,780,3.262
2594,39,56,50,1,b,4375,1,18,M,780,4.375
2595,39,57,150,0,b,3061,0,18,M,780,3.061
2596,39,58,100,0,b,2852,0,18,M,780,2.852
2597,39,59,150,1,n,2710,0,18,M,780,2.71
2598,39,60,100,1,b,2044,1,18,M,780,2.044
2599,39,61,0,1,b,1310,1,18,M,780,1.31
2600,39,62,0,0,n,1842,1,18,M,780,1.842
2601,39,63,50,0,n,3324,1,18,M,780,3.324
2602,39,64,50,1,n,1496,0,18,M,780,1.496
2603,39,65,150,0,n,2416,1,18,M,780,2.416
2604,39,66,0,1,b,1193,1,18,M,780,1.193
2605,39,67,150,1,n,2204,0,18,M,780,2.204
2606,39,68,0,0,n,2905,1,18,M,780,2.905
2607,39,69,50,0,n,2856,1,18,M,780,2.856
2608,39,70,50,1,b,1246,1,18,M,780,1.246
2609,39,71,100,1,b,1978,1,18,M,780,1.978
2610,39,72,100,0,n,3901,1,18,M,780,3.901
2611,39,73,100,1,b,2444,1,18,M,780,2.444
2612,39,74,100,0,n,2629,1,18,M,780,2.629
2613,39,75,150,1,n,4068,0,18,M,780,4.068
2614,39,76,0,0,n,3020,1,18,M,780,3.02
2615,39,77,0,1,b,1152,1,18,M,780,1.152
2616,39,78,50,1,n,2743,0,18,M,780,2.743
2617,39,79,50,0,n,2058,1,18,M,780,2.058
2618,39,80,150,0,n,3299,1,18,M,780,3.299
2619,39,81,50,0,n,3362,1,18,M,780,3.362
2620,39,82,0,1,b,3975,1,18,M,780,3.975
2621,39,83,150,0,n,1906,1,18,M,780,1.906
2622,39,84,50,1,b,2704,1,18,M,780,2.704
2623,39,85,100,1,b,3216,1,18,M,780,3.216
2624,39,86,0,0,n,1634,1,18,M,780,1.634
2625,39,87,150,1,n,4060,0,18,M,780,4.06
2626,39,88,100,0,b,1950,0,18,M,780,1.95
2627,39,89,100,0,n,4228,1,18,M,780,4.228
2628,39,90,50,1,b,1715,1,18,M,780,1.715
2629,39,91,0,1,b,1154,1,18,M,780,1.154
2630,39,92,150,1,n,3342,0,18,M,780,3.342
2631,39,93,150,0,n,3347,1,18,M,780,3.347
2632,39,94,50,0,n,2411,1,18,M,780,2.411
2633,39,95,100,1,b,2749,1,18,M,780,2.749
2634,39,96,0,0,b,1183,0,18,M,780,1.183
2635,12,1,0,0,n,1818,1,21,F,240,1.818
2636,12,2,150,0,b,1646,0,21,F,240,1.646
2637,12,3,150,1,b,1527,1,21,F,240,1.527
2638,12,4,100,1,b,3133,1,21,F,240,3.133
2639,12,5,50,1,b,2435,1,21,F,240,2.435
2640,12,6,50,0,n,1251,1,21,F,240,1.251
2641,12,7,100,0,b,2718,0,21,F,240,2.718
2642,12,8,0,1,b,1200,1,21,F,240,1.2
2643,12,9,150,0,n,3312,1,21,F,240,3.312
2644,12,10,150,1,b,4109,1,21,F,240,4.109
2645,12,11,50,0,n,2292,1,21,F,240,2.292
2646,12,12,0,0,n,1820,1,21,F,240,1.82
2647,12,13,0,1,b,1133,1,21,F,240,1.133
2648,12,14,100,0,n,2347,1,21,F,240,2.347
2649,12,15,100,1,b,2967,1,21,F,240,2.967
2650,12,16,50,1,b,2379,1,21,F,240,2.379
2651,12,17,100,0,n,1921,1,21,F,240,1.921
2652,12,18,150,1,b,1966,1,21,F,240,1.966
2653,12,19,50,0,n,3052,1,21,F,240,3.052
2654,12,20,50,1,b,1372,1,21,F,240,1.372
2655,12,21,100,0,n,2839,1,21,F,240,2.839
2656,12,22,0,0,b,3238,0,21,F,240,3.238
2657,12,23,0,1,b,1429,1,21,F,240,1.429
2658,12,24,150,0,n,4437,1,21,F,240,4.437
2659,12,25,150,0,n,2585,1,21,F,240,2.585
2660,12,26,50,0,n,3376,1,21,F,240,3.376
2661,12,27,50,1,b,1669,1,21,F,240,1.669
2662,12,28,100,1,b,3972,1,21,F,240,3.972
2663,12,29,0,1,b,982,1,21,F,240,0.982
2664,12,30,0,0,n,1572,1,21,F,240,1.572
2665,12,31,150,1,n,2311,0,21,F,240,2.311
2666,12,32,100,0,n,3295,1,21,F,240,3.295
2667,12,33,50,1,b,1676,1,21,F,240,1.676
2668,12,34,100,1,b,2236,1,21,F,240,2.236
2669,12,35,150,1,n,2927,0,21,F,240,2.927
2670,12,36,0,0,n,1410,1,21,F,240,1.41
2671,12,37,100,1,b,2582,1,21,F,240,2.582
2672,12,38,150,0,n,2000,1,21,F,240,2
2673,12,39,0,1,b,1077,1,21,F,240,1.077
2674,12,40,50,0,n,1434,1,21,F,240,1.434
2675,12,41,150,1,b,1949,1,21,F,240,1.949
2676,12,42,0,0,n,2353,1,21,F,240,2.353
2677,12,43,100,1,b,3343,1,21,F,240,3.343
2678,12,44,150,0,n,1649,1,21,F,240,1.649
2679,12,45,50,0,n,1228,1,21,F,240,1.228
2680,12,46,100,0,n,2079,1,21,F,240,2.079
2681,12,47,0,1,b,1283,1,21,F,240,1.283
2682,12,48,50,1,b,3163,1,21,F,240,3.163
2683,12,49,100,0,n,2124,1,21,F,240,2.124
2684,12,50,150,0,n,3277,1,21,F,240,3.277
2685,12,51,0,1,b,908,1,21,F,240,0.908
2686,12,52,0,0,n,1004,1,21,F,240,1.004
2687,12,53,100,1,b,2104,1,21,F,240,2.104
2688,12,54,50,0,n,1011,1,21,F,240,1.011
2689,12,55,150,1,n,1569,0,21,F,240,1.569
2690,12,56,50,1,b,1258,1,21,F,240,1.258
2691,12,57,150,0,n,2800,1,21,F,240,2.8
2692,12,58,100,0,n,3494,1,21,F,240,3.494
2693,12,59,150,1,b,2989,1,21,F,240,2.989
2694,12,60,100,1,b,2223,1,21,F,240,2.223
2695,12,61,0,1,b,945,1,21,F,240,0.945
2696,12,62,0,0,n,2952,1,21,F,240,2.952
2697,12,63,50,0,n,1514,1,21,F,240,1.514
2698,12,64,50,1,b,1351,1,21,F,240,1.351
2699,12,65,150,0,n,2950,1,21,F,240,2.95
2700,12,66,0,1,b,1506,1,21,F,240,1.506
2701,12,67,150,1,b,1977,1,21,F,240,1.977
2702,12,68,0,0,n,1091,1,21,F,240,1.091
2703,12,69,50,0,n,925,1,21,F,240,0.925
2704,12,70,50,1,b,1225,1,21,F,240,1.225
2705,12,71,100,1,b,5810,1,21,F,240,5.81
2706,12,72,100,0,n,2111,1,21,F,240,2.111
2707,12,73,100,1,b,1874,1,21,F,240,1.874
2708,12,74,100,0,n,1424,1,21,F,240,1.424
2709,12,75,150,1,b,3255,1,21,F,240,3.255
2710,12,76,0,0,b,2231,0,21,F,240,2.231
2711,12,77,0,1,b,2633,1,21,F,240,2.633
2712,12,78,50,1,b,1941,1,21,F,240,1.941
2713,12,79,50,0,n,1064,1,21,F,240,1.064
2714,12,80,150,0,b,1714,0,21,F,240,1.714
2715,12,81,50,0,n,3032,1,21,F,240,3.032
2716,12,82,0,1,b,929,1,21,F,240,0.929
2717,12,83,150,0,n,2776,1,21,F,240,2.776
2718,12,84,50,1,b,3187,1,21,F,240,3.187
2719,12,85,100,1,b,2653,1,21,F,240,2.653
2720,12,86,0,0,n,2254,1,21,F,240,2.254
2721,12,89,100,0,b,2384,0,21,F,240,2.384
2722,12,90,50,1,b,1984,1,21,F,240,1.984
2723,12,91,0,1,b,956,1,21,F,240,0.956
2724,12,92,150,1,n,3489,0,21,F,240,3.489
2725,12,93,150,0,n,2125,1,21,F,240,2.125
2726,12,94,50,0,n,1107,1,21,F,240,1.107
2727,12,95,100,1,b,1516,1,21,F,240,1.516
2728,12,96,0,0,n,2657,1,21,F,240,2.657
2729,20,1,0,0,n,2045,1,19,M,400,2.045
2730,20,2,150,0,n,2964,1,19,M,400,2.964
2731,20,3,150,1,b,1985,1,19,M,400,1.985
2732,20,4,100,1,b,2701,1,19,M,400,2.701
2733,20,5,50,1,b,2771,1,19,M,400,2.771
2734,20,6,50,0,n,1743,1,19,M,400,1.743
2735,20,7,100,0,b,2318,0,19,M,400,2.318
2736,20,8,0,1,b,1199,1,19,M,400,1.199
2737,20,9,150,0,n,3230,1,19,M,400,3.23
2738,20,10,150,1,b,3615,1,19,M,400,3.615
2739,20,11,50,0,n,2954,1,19,M,400,2.954
2740,20,12,0,0,n,1249,1,19,M,400,1.249
2741,20,13,0,1,b,1351,1,19,M,400,1.351
2742,20,14,100,0,n,4693,1,19,M,400,4.693
2743,20,15,100,1,b,4354,1,19,M,400,4.354
2744,20,16,50,1,b,2799,1,19,M,400,2.799
2745,20,17,100,0,n,1909,1,19,M,400,1.909
2746,20,18,150,1,b,2252,1,19,M,400,2.252
2747,20,19,50,0,n,2077,1,19,M,400,2.077
2748,20,20,50,1,b,2016,1,19,M,400,2.016
2749,20,21,100,0,n,2164,1,19,M,400,2.164
2750,20,22,0,0,b,1088,0,19,M,400,1.088
2751,20,23,0,1,b,2585,1,19,M,400,2.585
2752,20,24,150,0,n,2229,1,19,M,400,2.229
2753,20,25,150,0,n,4013,1,19,M,400,4.013
2754,20,26,50,0,n,4880,1,19,M,400,4.88
2755,20,27,50,1,b,2664,1,19,M,400,2.664
2756,20,28,100,1,b,2674,1,19,M,400,2.674
2757,20,29,0,1,b,1310,1,19,M,400,1.31
2758,20,30,0,0,n,1301,1,19,M,400,1.301
2759,20,31,150,1,b,4461,1,19,M,400,4.461
2760,20,32,100,0,n,4564,1,19,M,400,4.564
2761,20,33,50,1,b,1848,1,19,M,400,1.848
2762,20,34,100,1,b,3556,1,19,M,400,3.556
2763,20,35,150,1,b,3159,1,19,M,400,3.159
2764,20,36,0,0,n,1482,1,19,M,400,1.482
2765,20,37,100,1,n,2469,0,19,M,400,2.469
2766,20,38,150,0,n,5339,1,19,M,400,5.339
2767,20,39,0,1,b,1401,1,19,M,400,1.401
2768,20,40,50,0,n,1865,1,19,M,400,1.865
2769,20,41,150,1,b,1954,1,19,M,400,1.954
2770,20,42,0,0,n,1366,1,19,M,400,1.366
2771,20,43,100,1,b,1670,1,19,M,400,1.67
2772,20,44,150,0,b,1541,0,19,M,400,1.541
2773,20,45,50,0,n,1403,1,19,M,400,1.403
2774,20,46,100,0,n,2926,1,19,M,400,2.926
2775,20,47,0,1,b,1562,1,19,M,400,1.562
2776,20,48,50,1,b,2406,1,19,M,400,2.406
2777,20,49,100,0,n,1706,1,19,M,400,1.706
2778,20,50,150,0,n,1716,1,19,M,400,1.716
2779,20,51,0,1,b,1104,1,19,M,400,1.104
2780,20,52,0,0,n,1406,1,19,M,400,1.406
2781,20,53,100,1,b,2073,1,19,M,400,2.073
2782,20,54,50,0,n,1560,1,19,M,400,1.56
2783,20,55,150,1,n,1861,0,19,M,400,1.861
2784,20,56,50,1,b,1014,1,19,M,400,1.014
2785,20,57,150,0,n,2038,1,19,M,400,2.038
2786,20,58,100,0,n,1327,1,19,M,400,1.327
2787,20,59,150,1,b,2725,1,19,M,400,2.725
2788,20,60,100,1,b,1884,1,19,M,400,1.884
2789,20,61,0,1,b,2171,1,19,M,400,2.171
2790,20,62,0,0,n,779,1,19,M,400,0.779
2791,20,63,50,0,n,2106,1,19,M,400,2.106
2792,20,64,50,1,b,1700,1,19,M,400,1.7
2793,20,65,150,0,n,1413,1,19,M,400,1.413
2794,20,66,0,1,b,1239,1,19,M,400,1.239
2795,20,67,150,1,b,2069,1,19,M,400,2.069
2796,20,68,0,0,n,935,1,19,M,400,0.935
2797,20,69,50,0,n,1192,1,19,M,400,1.192
2798,20,70,50,1,b,1334,1,19,M,400,1.334
2799,20,71,100,1,b,2140,1,19,M,400,2.14
2800,20,72,100,0,n,2842,1,19,M,400,2.842
2801,20,73,100,1,b,2444,1,19,M,400,2.444
2802,20,74,100,0,n,1724,1,19,M,400,1.724
2803,20,75,150,1,b,3178,1,19,M,400,3.178
2804,20,76,0,0,n,1580,1,19,M,400,1.58
2805,20,77,0,1,b,842,1,19,M,400,0.842
2806,20,78,50,1,b,2052,1,19,M,400,2.052
2807,20,79,50,0,n,898,1,19,M,400,0.898
2808,20,80,150,0,b,1649,0,19,M,400,1.649
2809,20,81,50,0,n,2090,1,19,M,400,2.09
2810,20,82,0,1,b,1106,1,19,M,400,1.106
2811,20,83,150,0,n,1946,1,19,M,400,1.946
2812,20,84,50,1,b,2308,1,19,M,400,2.308
2813,20,85,100,1,b,1540,1,19,M,400,1.54
2814,20,86,0,0,n,1288,1,19,M,400,1.288
2815,20,87,150,1,b,3400,1,19,M,400,3.4
2816,20,88,100,0,n,1884,1,19,M,400,1.884
2817,20,89,100,0,n,2661,1,19,M,400,2.661
2818,20,90,50,1,b,1730,1,19,M,400,1.73
2819,20,91,0,1,b,885,1,19,M,400,0.885
2820,20,92,150,1,b,2919,1,19,M,400,2.919
2821,20,93,150,0,n,2844,1,19,M,400,2.844
2822,20,94,50,0,n,1494,1,19,M,400,1.494
2823,20,95,100,1,b,1343,1,19,M,400,1.343
2824,20,96,0,0,n,1667,1,19,M,400,1.667
2825,16,1,0,0,n,2652,1,24,F,320,2.652
2826,16,2,150,0,n,5529,1,24,F,320,5.529
2827,16,3,150,1,b,3081,1,24,F,320,3.081
2828,16,4,100,1,b,5655,1,24,F,320,5.655
2829,16,5,50,1,b,3225,1,24,F,320,3.225
2830,16,6,50,0,n,2634,1,24,F,320,2.634
2831,16,7,100,0,n,6214,1,24,F,320,6.214
2832,16,8,0,1,b,2234,1,24,F,320,2.234
2833,16,10,150,1,b,2865,1,24,F,320,2.865
2834,16,11,50,0,n,3664,1,24,F,320,3.664
2835,16,12,0,0,n,2100,1,24,F,320,2.1
2836,16,13,0,1,b,1374,1,24,F,320,1.374
2837,16,14,100,0,b,6694,0,24,F,320,6.694
2838,16,15,100,1,b,4362,1,24,F,320,4.362
2839,16,16,50,1,b,2928,1,24,F,320,2.928
2840,16,17,100,0,n,2527,1,24,F,320,2.527
2841,16,18,150,1,b,2067,1,24,F,320,2.067
2842,16,19,50,0,n,2182,1,24,F,320,2.182
2843,16,20,50,1,b,2095,1,24,F,320,2.095
2844,16,21,100,0,n,2592,1,24,F,320,2.592
2845,16,22,0,0,n,1999,1,24,F,320,1.999
2846,16,23,0,1,b,1786,1,24,F,320,1.786
2847,16,24,150,0,n,5088,1,24,F,320,5.088
2848,16,25,150,0,n,2269,1,24,F,320,2.269
2849,16,26,50,0,n,3333,1,24,F,320,3.333
2850,16,27,50,1,b,1798,1,24,F,320,1.798
2851,16,28,100,1,b,5351,1,24,F,320,5.351
2852,16,29,0,1,b,3111,1,24,F,320,3.111
2853,16,30,0,0,n,2233,1,24,F,320,2.233
2854,16,31,150,1,b,4083,1,24,F,320,4.083
2855,16,32,100,0,n,2052,1,24,F,320,2.052
2856,16,33,50,1,b,2500,1,24,F,320,2.5
2857,16,34,100,1,b,2931,1,24,F,320,2.931
2858,16,35,150,1,b,4050,1,24,F,320,4.05
2859,16,36,0,0,n,1436,1,24,F,320,1.436
2860,16,37,100,1,b,5165,1,24,F,320,5.165
2861,16,38,150,0,n,2662,1,24,F,320,2.662
2862,16,39,0,1,b,1369,1,24,F,320,1.369
2863,16,40,50,0,n,2498,1,24,F,320,2.498
2864,16,41,150,1,b,4047,1,24,F,320,4.047
2865,16,42,0,0,n,1410,1,24,F,320,1.41
2866,16,43,100,1,b,2915,1,24,F,320,2.915
2867,16,44,150,0,n,1810,1,24,F,320,1.81
2868,16,45,50,0,n,2461,1,24,F,320,2.461
2869,16,46,100,0,n,2031,1,24,F,320,2.031
2870,16,47,0,1,b,1975,1,24,F,320,1.975
2871,16,48,50,1,n,2585,0,24,F,320,2.585
2872,16,49,100,0,b,2330,0,24,F,320,2.33
2873,16,50,150,0,n,2552,1,24,F,320,2.552
2874,16,51,0,1,b,1321,1,24,F,320,1.321
2875,16,52,0,0,n,2991,1,24,F,320,2.991
2876,16,53,100,1,b,3386,1,24,F,320,3.386
2877,16,54,50,0,n,1237,1,24,F,320,1.237
2878,16,55,150,1,b,6640,1,24,F,320,6.64
2879,16,56,50,1,b,1939,1,24,F,320,1.939
2880,16,57,150,0,n,2291,1,24,F,320,2.291
2881,16,58,100,0,n,2499,1,24,F,320,2.499
2882,16,59,150,1,b,2898,1,24,F,320,2.898
2883,16,60,100,1,n,1909,0,24,F,320,1.909
2884,16,61,0,1,b,2231,1,24,F,320,2.231
2885,16,62,0,0,n,1416,1,24,F,320,1.416
2886,16,63,50,0,n,1993,1,24,F,320,1.993
2887,16,64,50,1,b,2077,1,24,F,320,2.077
2888,16,65,150,0,n,3281,1,24,F,320,3.281
2889,16,66,0,1,b,2198,1,24,F,320,2.198
2890,16,67,150,1,b,3183,1,24,F,320,3.183
2891,16,68,0,0,n,1499,1,24,F,320,1.499
2892,16,69,50,0,b,5749,0,24,F,320,5.749
2893,16,70,50,1,b,2647,1,24,F,320,2.647
2894,16,71,100,1,b,2520,1,24,F,320,2.52
2895,16,72,100,0,n,3248,1,24,F,320,3.248
2896,16,73,100,1,b,2500,1,24,F,320,2.5
2897,16,74,100,0,n,2199,1,24,F,320,2.199
2898,16,75,150,1,b,3289,1,24,F,320,3.289
2899,16,76,0,0,n,3831,1,24,F,320,3.831
2900,16,77,0,1,b,2938,1,24,F,320,2.938
2901,16,78,50,1,b,3333,1,24,F,320,3.333
2902,16,79,50,0,n,1074,1,24,F,320,1.074
2903,16,80,150,0,n,2660,1,24,F,320,2.66
2904,16,81,50,0,n,3772,1,24,F,320,3.772
2905,16,82,0,1,b,1510,1,24,F,320,1.51
2906,16,83,150,0,n,3478,1,24,F,320,3.478
2907,16,84,50,1,b,1861,1,24,F,320,1.861
2908,16,85,100,1,b,2999,1,24,F,320,2.999
2909,16,86,0,0,n,2133,1,24,F,320,2.133
2910,16,87,150,1,b,3396,1,24,F,320,3.396
2911,16,88,100,0,n,3232,1,24,F,320,3.232
2912,16,89,100,0,n,1756,1,24,F,320,1.756
2913,16,90,50,1,b,2760,1,24,F,320,2.76
2914,16,91,0,1,b,1291,1,24,F,320,1.291
2915,16,92,150,1,b,3674,1,24,F,320,3.674
2916,16,93,150,0,n,2017,1,24,F,320,2.017
2917,16,94,50,0,n,2607,1,24,F,320,2.607
2918,16,95,100,1,b,1983,1,24,F,320,1.983
2919,16,96,0,0,n,2225,1,24,F,320,2.225
2920,37,1,0,0,n,1780,1,19,M,740,1.78
2921,37,2,150,0,n,3019,1,19,M,740,3.019
2922,37,3,150,1,b,2061,1,19,M,740,2.061
2923,37,4,100,1,b,2472,1,19,M,740,2.472
2924,37,5,50,1,n,2281,0,19,M,740,2.281
2925,37,6,50,0,n,1967,1,19,M,740,1.967
2926,37,7,100,0,n,2233,1,19,M,740,2.233
2927,37,8,0,1,b,1242,1,19,M,740,1.242
2928,37,9,150,0,n,3319,1,19,M,740,3.319
2929,37,10,150,1,b,3403,1,19,M,740,3.403
2930,37,11,50,0,n,2464,1,19,M,740,2.464
2931,37,12,0,0,n,1922,1,19,M,740,1.922
2932,37,13,0,1,b,1271,1,19,M,740,1.271
2933,37,14,100,0,n,2640,1,19,M,740,2.64
2934,37,15,100,1,b,1869,1,19,M,740,1.869
2935,37,16,50,1,b,3312,1,19,M,740,3.312
2936,37,17,100,0,n,3062,1,19,M,740,3.062
2937,37,18,150,1,b,2782,1,19,M,740,2.782
2938,37,19,50,0,n,1699,1,19,M,740,1.699
2939,37,20,50,1,b,3068,1,19,M,740,3.068
2940,37,21,100,0,n,3128,1,19,M,740,3.128
2941,37,22,0,0,n,1918,1,19,M,740,1.918
2942,37,23,0,1,b,1382,1,19,M,740,1.382
2943,37,24,150,0,n,2212,1,19,M,740,2.212
2944,37,25,150,0,n,3149,1,19,M,740,3.149
2945,37,26,50,0,n,4162,1,19,M,740,4.162
2946,37,27,50,1,b,2744,1,19,M,740,2.744
2947,37,28,100,1,n,3885,0,19,M,740,3.885
2948,37,29,0,1,b,1432,1,19,M,740,1.432
2949,37,30,0,0,n,2136,1,19,M,740,2.136
2950,37,31,150,1,n,2992,0,19,M,740,2.992
2951,37,32,100,0,n,3350,1,19,M,740,3.35
2952,37,33,50,1,b,2817,1,19,M,740,2.817
2953,37,34,100,1,n,3580,0,19,M,740,3.58
2954,37,35,150,1,b,2968,1,19,M,740,2.968
2955,37,36,0,0,n,2155,1,19,M,740,2.155
2956,37,37,100,1,b,3163,1,19,M,740,3.163
2957,37,38,150,0,n,3146,1,19,M,740,3.146
