,Subject,Trial,Angle,Matching,Response,Time,Correct,Age,Sex,NewColumn,TimeSecs
1254,3,23,0,1,b,1085,1,22,M,60,1.085
1255,3,24,150,0,n,4456,1,22,M,60,4.456
1256,3,25,150,0,n,4213,1,22,M,60,4.213
1257,3,26,50,0,n,2338,1,22,M,60,2.338
1258,3,27,50,1,b,2246,1,22,M,60,2.246
1259,3,28,100,1,n,6278,0,22,M,60,6.278
1260,3,29,0,1,b,1172,1,22,M,60,1.172
1261,3,30,0,0,n,2101,1,22,M,60,2.101
1262,3,31,150,1,b,4120,1,22,M,60,4.12
1263,3,32,100,0,n,4239,1,22,M,60,4.239
1264,3,33,50,1,b,1374,1,22,M,60,1.374
1265,3,34,100,1,n,3811,0,22,M,60,3.811
1266,3,37,100,1,n,3664,0,22,M,60,3.664
1267,3,38,150,0,n,1987,1,22,M,60,1.987
1268,3,39,0,1,b,1114,1,22,M,60,1.114
1269,3,40,50,0,n,3161,1,22,M,60,3.161
1270,3,41,150,1,b,2274,1,22,M,60,2.274
1271,3,42,0,0,n,1415,1,22,M,60,1.415
1272,3,43,100,1,b,3012,1,22,M,60,3.012
1273,3,44,150,0,n,1653,1,22,M,60,1.653
1274,3,45,50,0,n,1776,1,22,M,60,1.776
1275,3,46,100,0,b,2653,0,22,M,60,2.653
1276,3,47,0,1,b,1273,1,22,M,60,1.273
1277,3,48,50,1,b,1668,1,22,M,60,1.668
1278,3,49,100,0,n,1404,1,22,M,60,1.404
1279,3,50,150,0,n,2425,1,22,M,60,2.425
1280,3,51,0,1,b,1192,1,22,M,60,1.192
1281,3,52,0,0,n,2017,1,22,M,60,2.017
1282,3,53,100,1,b,3413,1,22,M,60,3.413
1283,3,54,50,0,n,1507,1,22,M,60,1.507
1284,3,55,150,1,n,2686,0,22,M,60,2.686
1285,3,56,50,1,b,1133,1,22,M,60,1.133
1286,3,57,150,0,n,1635,1,22,M,60,1.635
1287,3,58,100,0,n,2908,1,22,M,60,2.908
1288,3,59,150,1,b,1802,1,22,M,60,1.802
1289,3,60,100,1,b,3373,1,22,M,60,3.373
1290,3,61,0,1,b,894,1,22,M,60,0.894
1291,3,62,0,0,n,2735,1,22,M,60,2.735
1292,3,63,50,0,n,1724,1,22,M,60,1.724
1293,3,64,50,1,b,1216,1,22,M,60,1.216
1294,3,65,150,0,n,2052,1,22,M,60,2.052
1295,3,66,0,1,b,1781,1,22,M,60,1.781
1296,3,67,150,1,n,3215,0,22,M,60,3.215
1297,3,68,0,0,n,3247,1,22,M,60,3.247
1298,3,69,50,0,n,1997,1,22,M,60,1.997
1299,3,70,50,1,b,1325,1,22,M,60,1.325
1300,3,71,100,1,b,1394,1,22,M,60,1.394
1301,3,72,100,0,n,2970,1,22,M,60,2.97
1302,3,73,100,1,b,1604,1,22,M,60,1.604
1303,3,74,100,0,n,2364,1,22,M,60,2.364
1304,3,75,150,1,b,3273,1,22,M,60,3.273
1305,3,76,0,0,n,2243,1,22,M,60,2.243
1306,3,77,0,1,b,1283,1,22,M,60,1.283
1307,3,78,50,1,b,2769,1,22,M,60,2.769
1308,3,79,50,0,n,2052,1,22,M,60,2.052
1309,3,80,150,0,b,2670,0,22,M,60,2.67
1310,3,81,50,0,n,1598,1,22,M,60,1.598
1311,3,82,0,1,b,985,1,22,M,60,0.985
1312,3,83,150,0,n,2374,1,22,M,60,2.374
1313,3,84,50,1,b,2597,1,22,M,60,2.597
1314,3,85,100,1,b,2977,1,22,M,60,2.977
1315,3,86,0,0,n,2644,1,22,M,60,2.644
1316,3,87,150,1,b,1845,1,22,M,60,1.845
1317,3,88,100,0,n,2583,1,22,M,60,2.583
1318,3,89,100,0,n,1915,1,22,M,60,1.915
1319,3,90,50,1,b,1175,1,22,M,60,1.175
1320,3,91,0,1,b,918,1,22,M,60,0.918
1321,3,92,150,1,n,2730,0,22,M,60,2.73
1322,3,93,150,0,n,2196,1,22,M,60,2.196
1323,3,94,50,0,n,1953,1,22,M,60,1.953
1324,3,95,100,1,b,1336,1,22,M,60,1.336
1325,3,96,0,0,n,3396,1,22,M,60,3.396
1326,38,1,0,0,n,5814,1,22,F,760,5.814
1327,38,2,150,0,n,5351,1,22,F,760,5.351
1328,38,3,150,1,b,4852,1,22,F,760,4.852
1329,38,4,100,1,n,6869,0,22,F,760,6.869
1330,38,5,50,1,b,3681,1,22,F,760,3.681
1331,38,6,50,0,n,4445,1,22,F,760,4.445
1332,38,7,100,0,n,5543,1,22,F,760,5.543
1333,38,8,0,1,b,1777,1,22,F,760,1.777
1334,38,9,150,0,n,5481,1,22,F,760,5.481
1335,38,11,50,0,n,5270,1,22,F,760,5.27
1336,38,12,0,0,n,3679,1,22,F,760,3.679
1337,38,13,0,1,b,1741,1,22,F,760,1.741
1338,38,14,100,0,n,4772,1,22,F,760,4.772
1339,38,15,100,1,b,4231,1,22,F,760,4.231
1340,38,16,50,1,b,3961,1,22,F,760,3.961
1341,38,17,100,0,n,5735,1,22,F,760,5.735
1342,38,18,150,1,b,3276,1,22,F,760,3.276
1343,38,19,50,0,n,4374,1,22,F,760,4.374
1344,38,20,50,1,b,2258,1,22,F,760,2.258
1345,38,21,100,0,n,4610,1,22,F,760,4.61
1346,38,22,0,0,n,1988,1,22,F,760,1.988
1347,38,23,0,1,b,1749,1,22,F,760,1.749
1348,38,24,150,0,n,4943,1,22,F,760,4.943
1349,38,25,150,0,n,4529,1,22,F,760,4.529
1350,38,26,50,0,n,5816,1,22,F,760,5.816
1351,38,27,50,1,b,3954,1,22,F,760,3.954
1352,38,28,100,1,b,3608,1,22,F,760,3.608
1353,38,29,0,1,b,1232,1,22,F,760,1.232
1354,38,30,0,0,n,3805,1,22,F,760,3.805
1355,38,31,150,1,b,4914,1,22,F,760,4.914
1356,38,32,100,0,n,4181,1,22,F,760,4.181
1357,38,33,50,1,b,4069,1,22,F,760,4.069
1358,38,34,100,1,b,5593,1,22,F,760,5.593
1359,38,35,150,1,b,6309,1,22,F,760,6.309
1360,38,36,0,0,n,4177,1,22,F,760,4.177
1361,38,37,100,1,n,4810,0,22,F,760,4.81
1362,38,38,150,0,n,3902,1,22,F,760,3.902
1363,38,39,0,1,b,1270,1,22,F,760,1.27
1364,38,40,50,0,n,3336,1,22,F,760,3.336
1365,38,41,150,1,b,4068,1,22,F,760,4.068
1366,38,42,0,0,n,2885,1,22,F,760,2.885
1367,38,43,100,1,b,6108,1,22,F,760,6.108
1368,38,44,150,0,n,2916,1,22,F,760,2.916
1369,38,45,50,0,n,3730,1,22,F,760,3.73
1370,38,46,100,0,n,3618,1,22,F,760,3.618
1371,38,47,0,1,b,1489,1,22,F,760,1.489
1372,38,48,50,1,b,2137,1,22,F,760,2.137
1373,38,49,100,0,n,3385,1,22,F,760,3.385
1374,38,50,150,0,n,3220,1,22,F,760,3.22
1375,38,51,0,1,b,1235,1,22,F,760,1.235
1376,38,52,0,0,n,2685,1,22,F,760,2.685
1377,38,53,100,1,b,2935,1,22,F,760,2.935
1378,38,54,50,0,n,1827,1,22,F,760,1.827
1379,38,55,150,1,b,3110,1,22,F,760,3.11
1380,38,56,50,1,b,2859,1,22,F,760,2.859
1381,38,57,150,0,n,2588,1,22,F,760,2.588
1382,38,58,100,0,n,3632,1,22,F,760,3.632
1383,38,59,150,1,b,2770,1,22,F,760,2.77
1384,38,60,100,1,b,4151,1,22,F,760,4.151
1385,38,61,0,1,b,1562,1,22,F,760,1.562
1386,38,62,0,0,n,2400,1,22,F,760,2.4
1387,38,63,50,0,n,1874,1,22,F,760,1.874
1388,38,64,50,1,b,2241,1,22,F,760,2.241
1389,38,65,150,0,n,3210,1,22,F,760,3.21
1390,38,66,0,1,b,1549,1,22,F,760,1.549
1391,38,67,150,1,b,3147,1,22,F,760,3.147
1392,38,68,0,0,n,2207,1,22,F,760,2.207
1393,38,69,50,0,n,4027,1,22,F,760,4.027
1394,38,70,50,1,b,1619,1,22,F,760,1.619
1395,38,71,100,1,b,2045,1,22,F,760,2.045
1396,38,72,100,0,n,3593,1,22,F,760,3.593
1397,38,73,100,1,b,1611,1,22,F,760,1.611
1398,38,74,100,0,n,3588,1,22,F,760,3.588
1399,38,75,150,1,n,3326,0,22,F,760,3.326
1400,38,76,0,0,n,3118,1,22,F,760,3.118
1401,38,77,0,1,b,2004,1,22,F,760,2.004
1402,38,78,50,1,b,2622,1,22,F,760,2.622
1403,38,79,50,0,n,1725,1,22,F,760,1.725
1404,38,80,150,0,b,2743,0,22,F,760,2.743
1405,38,81,50,0,n,2052,1,22,F,760,2.052
1406,38,82,0,1,b,1220,1,22,F,760,1.22
1407,38,83,150,0,n,2862,1,22,F,760,2.862
1408,38,84,50,1,b,2839,1,22,F,760,2.839
1409,38,85,100,1,b,2992,1,22,F,760,2.992
1410,38,86,0,0,n,2417,1,22,F,760,2.417
1411,38,87,150,1,b,3942,1,22,F,760,3.942
1412,38,88,100,0,n,4498,1,22,F,760,4.498
1413,38,89,100,0,n,4884,1,22,F,760,4.884
1414,38,90,50,1,b,1985,1,22,F,760,1.985
1415,38,91,0,1,b,1197,1,22,F,760,1.197
1416,38,92,150,1,b,2430,1,22,F,760,2.43
1417,38,93,150,0,b,2561,0,22,F,760,2.561
1418,38,94,50,0,n,2523,1,22,F,760,2.523
1419,38,95,100,1,b,2172,1,22,F,760,2.172
1420,38,96,0,0,n,3999,1,22,F,760,3.999
1421,31,1,0,0,n,1550,1,26,M,620,1.55
1422,31,2,150,0,b,2543,0,26,M,620,2.543
1423,31,3,150,1,b,3691,1,26,M,620,3.691
1424,31,4,100,1,b,5219,1,26,M,620,5.219
1425,31,5,50,1,b,2847,1,26,M,620,2.847
1426,31,6,50,0,n,3319,1,26,M,620,3.319
1427,31,7,100,0,n,5294,1,26,M,620,5.294
1428,31,8,0,1,b,1291,1,26,M,620,1.291
1429,31,9,150,0,n,6158,1,26,M,620,6.158
1430,31,10,150,1,b,4976,1,26,M,620,4.976
1431,31,11,50,0,n,5118,1,26,M,620,5.118
1432,31,12,0,0,n,3166,1,26,M,620,3.166
1433,31,13,0,1,b,1256,1,26,M,620,1.256
1434,31,14,100,0,n,4410,1,26,M,620,4.41
1435,31,16,50,1,b,2442,1,26,M,620,2.442
1436,31,17,100,0,n,7294,1,26,M,620,7.294
1437,31,18,150,1,b,7374,1,26,M,620,7.374
1438,31,20,50,1,b,4346,1,26,M,620,4.346
1439,31,21,100,0,n,3773,1,26,M,620,3.773
1440,31,22,0,0,n,2607,1,26,M,620,2.607
1441,31,23,0,1,b,1211,1,26,M,620,1.211
1442,31,24,150,0,b,4169,0,26,M,620,4.169
1443,31,25,150,0,n,4291,1,26,M,620,4.291
1444,31,26,50,0,n,2969,1,26,M,620,2.969
1445,31,27,50,1,n,6448,0,26,M,620,6.448
1446,31,28,100,1,b,2913,1,26,M,620,2.913
1447,31,29,0,1,b,1429,1,26,M,620,1.429
1448,31,30,0,0,n,3336,1,26,M,620,3.336
1449,31,31,150,1,b,4685,1,26,M,620,4.685
1450,31,32,100,0,n,5126,1,26,M,620,5.126
1451,31,33,50,1,b,3500,1,26,M,620,3.5
1452,31,34,100,1,b,2916,1,26,M,620,2.916
1453,31,35,150,1,n,5787,0,26,M,620,5.787
1454,31,36,0,0,n,1894,1,26,M,620,1.894
1455,31,37,100,1,b,2494,1,26,M,620,2.494
1456,31,38,150,0,b,5402,0,26,M,620,5.402
1457,31,39,0,1,b,1504,1,26,M,620,1.504
1458,31,40,50,0,n,1518,1,26,M,620,1.518
1459,31,41,150,1,b,3580,1,26,M,620,3.58
1460,31,42,0,0,n,1848,1,26,M,620,1.848
1461,31,43,100,1,b,4499,1,26,M,620,4.499
1462,31,44,150,0,n,4698,1,26,M,620,4.698
1463,31,45,50,0,n,1610,1,26,M,620,1.61
1464,31,47,0,1,b,1442,1,26,M,620,1.442
1465,31,48,50,1,b,2603,1,26,M,620,2.603
1466,31,49,100,0,n,2779,1,26,M,620,2.779
1467,31,50,150,0,n,3532,1,26,M,620,3.532
1468,31,51,0,1,b,1248,1,26,M,620,1.248
1469,31,52,0,0,n,2111,1,26,M,620,2.111
1470,31,53,100,1,b,4562,1,26,M,620,4.562
1471,31,54,50,0,n,1459,1,26,M,620,1.459
1472,31,55,150,1,b,5263,1,26,M,620,5.263
1473,31,56,50,1,b,3996,1,26,M,620,3.996
1474,31,57,150,0,n,3937,1,26,M,620,3.937
1475,31,58,100,0,n,3879,1,26,M,620,3.879
1476,31,59,150,1,b,5681,1,26,M,620,5.681
1477,31,60,100,1,b,4022,1,26,M,620,4.022
1478,31,61,0,1,b,1368,1,26,M,620,1.368
1479,31,62,0,0,n,3966,1,26,M,620,3.966
1480,31,63,50,0,n,1617,1,26,M,620,1.617
1481,31,64,50,1,b,2876,1,26,M,620,2.876
1482,31,65,150,0,n,4212,1,26,M,620,4.212
1483,31,66,0,1,b,1004,1,26,M,620,1.004
1484,31,67,150,1,n,4978,0,26,M,620,4.978
1485,31,68,0,0,n,3877,1,26,M,620,3.877
1486,31,69,50,0,n,1590,1,26,M,620,1.59
1487,31,70,50,1,b,2986,1,26,M,620,2.986
1488,31,71,100,1,n,7299,0,26,M,620,7.299
1489,31,72,100,0,n,3338,1,26,M,620,3.338
1490,31,74,100,0,n,2945,1,26,M,620,2.945
1491,31,75,150,1,b,3743,1,26,M,620,3.743
1492,31,76,0,0,n,2354,1,26,M,620,2.354
1493,31,77,0,1,b,1687,1,26,M,620,1.687
1494,31,78,50,1,b,6769,1,26,M,620,6.769
1495,31,79,50,0,n,2139,1,26,M,620,2.139
1496,31,80,150,0,b,2609,0,26,M,620,2.609
1497,31,81,50,0,b,5357,0,26,M,620,5.357
1498,31,82,0,1,b,1081,1,26,M,620,1.081
1499,31,83,150,0,n,4818,1,26,M,620,4.818
1500,31,84,50,1,b,2922,1,26,M,620,2.922
1501,31,85,100,1,b,5705,1,26,M,620,5.705
1502,31,86,0,0,n,3559,1,26,M,620,3.559
1503,31,87,150,1,n,5294,0,26,M,620,5.294
1504,31,88,100,0,n,6204,1,26,M,620,6.204
1505,31,89,100,0,b,4347,0,26,M,620,4.347
1506,31,90,50,1,b,4469,1,26,M,620,4.469
1507,31,91,0,1,b,884,1,26,M,620,0.884
1508,31,92,150,1,b,3982,1,26,M,620,3.982
1509,31,93,150,0,n,4601,1,26,M,620,4.601
1510,31,94,50,0,n,1596,1,26,M,620,1.596
1511,31,95,100,1,n,5137,0,26,M,620,5.137
1512,31,96,0,0,n,2070,1,26,M,620,2.07
1513,10,1,0,0,n,4593,1,20,F,200,4.593
1514,10,2,150,0,n,5214,1,20,F,200,5.214
1515,10,3,150,1,b,3745,1,20,F,200,3.745
1516,10,5,50,1,n,3367,0,20,F,200,3.367
1517,10,6,50,0,n,3203,1,20,F,200,3.203
1518,10,7,100,0,n,6480,1,20,F,200,6.48
1519,10,8,0,1,b,1331,1,20,F,200,1.331
1520,10,9,150,0,n,6014,1,20,F,200,6.014
1521,10,10,150,1,n,3622,0,20,F,200,3.622
1522,10,11,50,0,n,4031,1,20,F,200,4.031
1523,10,12,0,0,n,1379,1,20,F,200,1.379
1524,10,13,0,1,b,1812,1,20,F,200,1.812
1525,10,14,100,0,n,3465,1,20,F,200,3.465
1526,10,15,100,1,b,5930,1,20,F,200,5.93
1527,10,18,150,1,n,2982,0,20,F,200,2.982
1528,10,19,50,0,n,1994,1,20,F,200,1.994
1529,10,20,50,1,b,1578,1,20,F,200,1.578
1530,10,21,100,0,n,4534,1,20,F,200,4.534
1531,10,22,0,0,n,1380,1,20,F,200,1.38
1532,10,23,0,1,b,1687,1,20,F,200,1.687
1533,10,24,150,0,n,2509,1,20,F,200,2.509
1534,10,25,150,0,n,2556,1,20,F,200,2.556
1535,10,26,50,0,n,5280,1,20,F,200,5.28
1536,10,28,100,1,n,3946,0,20,F,200,3.946
1537,10,29,0,1,b,1000,1,20,F,200,1
1538,10,30,0,0,n,1686,1,20,F,200,1.686
1539,10,31,150,1,n,3598,0,20,F,200,3.598
1540,10,32,100,0,n,4577,1,20,F,200,4.577
1541,10,33,50,1,b,3717,1,20,F,200,3.717
1542,10,34,100,1,n,6542,0,20,F,200,6.542
1543,10,35,150,1,n,6042,0,20,F,200,6.042
1544,10,36,0,0,n,1827,1,20,F,200,1.827
1545,10,37,100,1,b,4686,1,20,F,200,4.686
1546,10,38,150,0,b,5282,0,20,F,200,5.282
1547,10,39,0,1,b,1357,1,20,F,200,1.357
1548,10,40,50,0,n,4601,1,20,F,200,4.601
1549,10,41,150,1,b,3516,1,20,F,200,3.516
1550,10,42,0,0,n,3220,1,20,F,200,3.22
1551,10,43,100,1,b,7454,1,20,F,200,7.454
1552,10,44,150,0,b,5791,0,20,F,200,5.791
1553,10,45,50,0,n,1692,1,20,F,200,1.692
1554,10,46,100,0,n,4066,1,20,F,200,4.066
1555,10,47,0,1,b,1034,1,20,F,200,1.034
1556,10,48,50,1,b,2836,1,20,F,200,2.836
1557,10,49,100,0,n,1924,1,20,F,200,1.924
1558,10,50,150,0,n,4835,1,20,F,200,4.835
1559,10,51,0,1,b,932,1,20,F,200,0.932
1560,10,52,0,0,n,1762,1,20,F,200,1.762
1561,10,53,100,1,n,5567,0,20,F,200,5.567
1562,10,54,50,0,n,1586,1,20,F,200,1.586
1563,10,55,150,1,n,4095,0,20,F,200,4.095
1564,10,56,50,1,b,1718,1,20,F,200,1.718
1565,10,57,150,0,n,2122,1,20,F,200,2.122
1566,10,58,100,0,n,6337,1,20,F,200,6.337
1567,10,59,150,1,b,4381,1,20,F,200,4.381
1568,10,60,100,1,n,6980,0,20,F,200,6.98
1569,10,61,0,1,b,1055,1,20,F,200,1.055
1570,10,62,0,0,n,1632,1,20,F,200,1.632
1571,10,63,50,0,n,1536,1,20,F,200,1.536
1572,10,64,50,1,b,1836,1,20,F,200,1.836
1573,10,65,150,0,n,2694,1,20,F,200,2.694
1574,10,66,0,1,b,1539,1,20,F,200,1.539
1575,10,68,0,0,n,2467,1,20,F,200,2.467
1576,10,69,50,0,n,3979,1,20,F,200,3.979
1577,10,70,50,1,b,1070,1,20,F,200,1.07
1578,10,71,100,1,b,3614,1,20,F,200,3.614
1579,10,72,100,0,n,6315,1,20,F,200,6.315
1580,10,73,100,1,b,4025,1,20,F,200,4.025
1581,10,74,100,0,n,4201,1,20,F,200,4.201
1582,10,75,150,1,b,5124,1,20,F,200,5.124
1583,10,76,0,0,n,5059,1,20,F,200,5.059
1584,10,77,0,1,b,1253,1,20,F,200,1.253
1585,10,78,50,1,b,3270,1,20,F,200,3.27
1586,10,79,50,0,n,4659,1,20,F,200,4.659
1587,10,80,150,0,b,4895,0,20,F,200,4.895
1588,10,81,50,0,n,3899,1,20,F,200,3.899
1589,10,82,0,1,b,1436,1,20,F,200,1.436
1590,10,83,150,0,n,2965,1,20,F,200,2.965
1591,10,84,50,1,b,5778,1,20,F,200,5.778
1592,10,85,100,1,n,6069,0,20,F,200,6.069
1593,10,86,0,0,n,2166,1,20,F,200,2.166
1594,10,87,150,1,n,5106,0,20,F,200,5.106
1595,10,88,100,0,n,4706,1,20,F,200,4.706
1596,10,89,100,0,n,5033,1,20,F,200,5.033
1597,10,90,50,1,b,3481,1,20,F,200,3.481
1598,10,91,0,1,b,929,1,20,F,200,0.929
1599,10,92,150,1,b,5382,1,20,F,200,5.382
1600,10,93,150,0,b,6668,0,20,F,200,6.668
1601,10,94,50,0,n,2171,1,20,F,200,2.171
1602,10,95,100,1,b,3234,1,20,F,200,3.234
1603,10,96,0,0,n,4008,1,20,F,200,4.008
1604,45,1,0,0,n,5198,1,19,F,900,5.198
1605,45,2,150,0,n,3703,1,19,F,900,3.703
1606,45,3,150,1,b,4895,1,19,F,900,4.895
1607,45,4,100,1,b,5536,1,19,F,900,5.536
1608,45,5,50,1,b,3168,1,19,F,900,3.168
1609,45,6,50,0,n,3126,1,19,F,900,3.126
1610,45,7,100,0,n,4942,1,19,F,900,4.942
1611,45,8,0,1,b,1280,1,19,F,900,1.28
1612,45,10,150,1,n,4062,0,19,F,900,4.062
1613,45,11,50,0,n,5499,1,19,F,900,5.499
1614,45,12,0,0,n,2635,1,19,F,900,2.635
1615,45,13,0,1,b,1202,1,19,F,900,1.202
1616,45,15,100,1,b,6238,1,19,F,900,6.238
1617,45,16,50,1,b,4655,1,19,F,900,4.655
1618,45,17,100,0,n,6725,1,19,F,900,6.725
1619,45,19,50,0,b,6283,0,19,F,900,6.283
1620,45,20,50,1,b,3455,1,19,F,900,3.455
1621,45,21,100,0,n,4449,1,19,F,900,4.449
1622,45,22,0,0,n,1958,1,19,F,900,1.958
1623,45,23,0,1,b,1410,1,19,F,900,1.41
1624,45,24,150,0,n,5135,1,19,F,900,5.135
1625,45,25,150,0,n,3766,1,19,F,900,3.766
1626,45,26,50,0,n,2657,1,19,F,900,2.657
1627,45,27,50,1,b,4546,1,19,F,900,4.546
1628,45,28,100,1,b,5440,1,19,F,900,5.44
1629,45,29,0,1,b,1061,1,19,F,900,1.061
1630,45,30,0,0,n,2993,1,19,F,900,2.993
1631,45,31,150,1,b,5763,1,19,F,900,5.763
1632,45,33,50,1,b,5121,1,19,F,900,5.121
1633,45,34,100,1,b,3672,1,19,F,900,3.672
1634,45,35,150,1,b,5297,1,19,F,900,5.297
1635,45,36,0,0,n,1124,1,19,F,900,1.124
1636,45,37,100,1,b,4935,1,19,F,900,4.935
1637,45,38,150,0,n,3730,1,19,F,900,3.73
1638,45,39,0,1,b,968,1,19,F,900,0.968
1639,45,40,50,0,n,1836,1,19,F,900,1.836
1640,45,41,150,1,b,5495,1,19,F,900,5.495
1641,45,42,0,0,n,1893,1,19,F,900,1.893
1642,45,43,100,1,n,6748,0,19,F,900,6.748
1643,45,44,150,0,n,3666,1,19,F,900,3.666
1644,45,45,50,0,n,1692,1,19,F,900,1.692
1645,45,46,100,0,n,5498,1,19,F,900,5.498
1646,45,47,0,1,b,1458,1,19,F,900,1.458
1647,45,48,50,1,b,1849,1,19,F,900,1.849
1648,45,49,100,0,n,4283,1,19,F,900,4.283
1649,45,50,150,0,b,2760,0,19,F,900,2.76
1650,45,51,0,1,b,1211,1,19,F,900,1.211
1651,45,52,0,0,n,1379,1,19,F,900,1.379
1652,45,53,100,1,b,3985,1,19,F,900,3.985
1653,45,54,50,0,n,923,1,19,F,900,0.923
1654,45,55,150,1,b,4644,1,19,F,900,4.644
1655,45,56,50,1,b,1010,1,19,F,900,1.01
1656,45,57,150,0,n,1213,1,19,F,900,1.213
1657,45,58,100,0,n,2735,1,19,F,900,2.735
1658,45,59,150,1,b,3014,1,19,F,900,3.014
1659,45,60,100,1,b,3535,1,19,F,900,3.535
1660,45,61,0,1,b,1330,1,19,F,900,1.33
1661,45,62,0,0,n,1569,1,19,F,900,1.569
1662,45,63,50,0,n,1750,1,19,F,900,1.75
1663,45,64,50,1,b,2240,1,19,F,900,2.24
1664,45,65,150,0,n,3541,1,19,F,900,3.541
1665,45,66,0,1,b,944,1,19,F,900,0.944
1666,45,67,150,1,n,2662,0,19,F,900,2.662
1667,45,68,0,0,n,2166,1,19,F,900,2.166
1668,45,69,50,0,n,2164,1,19,F,900,2.164
1669,45,70,50,1,b,2325,1,19,F,900,2.325
1670,45,71,100,1,b,2012,1,19,F,900,2.012
1671,45,72,100,0,n,5041,1,19,F,900,5.041
1672,45,73,100,1,b,3097,1,19,F,900,3.097
1673,45,74,100,0,n,3519,1,19,F,900,3.519
1674,45,75,150,1,b,3997,1,19,F,900,3.997
1675,45,76,0,0,n,3071,1,19,F,900,3.071
1676,45,77,0,1,b,2017,1,19,F,900,2.017
1677,45,78,50,1,b,1773,1,19,F,900,1.773
1678,45,79,50,0,n,965,1,19,F,900,0.965
1679,45,80,150,0,b,3228,0,19,F,900,3.228
1680,45,81,50,0,n,5051,1,19,F,900,5.051
1681,45,82,0,1,b,1056,1,19,F,900,1.056
1682,45,83,150,0,n,1546,1,19,F,900,1.546
1683,45,84,50,1,b,1533,1,19,F,900,1.533
1684,45,85,100,1,b,6539,1,19,F,900,6.539
1685,45,86,0,0,n,2645,1,19,F,900,2.645
1686,45,87,150,1,b,6448,1,19,F,900,6.448
1687,45,88,100,0,n,2052,1,19,F,900,2.052
1688,45,89,100,0,n,4461,1,19,F,900,4.461
1689,45,90,50,1,b,1604,1,19,F,900,1.604
1690,45,91,0,1,b,983,1,19,F,900,0.983
1691,45,92,150,1,b,3138,1,19,F,900,3.138
1692,45,93,150,0,n,4158,1,19,F,900,4.158
1693,45,94,50,0,n,1243,1,19,F,900,1.243
1694,45,95,100,1,b,1360,1,19,F,900,1.36
1695,45,96,0,0,n,4008,1,19,F,900,4.008
1696,14,1,0,0,n,1182,1,21,M,280,1.182
1697,14,2,150,0,n,1976,1,21,M,280,1.976
1698,14,3,150,1,b,1523,1,21,M,280,1.523
1699,14,4,100,1,b,1523,1,21,M,280,1.523
1700,14,5,50,1,b,2232,1,21,M,280,2.232
1701,14,6,50,0,n,1993,1,21,M,280,1.993
1702,14,7,100,0,n,1861,1,21,M,280,1.861
1703,14,8,0,1,b,1067,1,21,M,280,1.067
1704,14,9,150,0,n,2498,1,21,M,280,2.498
1705,14,10,150,1,b,1655,1,21,M,280,1.655
1706,14,11,50,0,n,2424,1,21,M,280,2.424
1707,14,12,0,0,n,1597,1,21,M,280,1.597
1708,14,13,0,1,b,1021,1,21,M,280,1.021
1709,14,14,100,0,n,2553,1,21,M,280,2.553
1710,14,15,100,1,b,1750,1,21,M,280,1.75
1711,14,16,50,1,b,1970,1,21,M,280,1.97
1712,14,17,100,0,n,1790,1,21,M,280,1.79
1713,14,18,150,1,b,1986,1,21,M,280,1.986
1714,14,19,50,0,n,1614,1,21,M,280,1.614
1715,14,20,50,1,b,1678,1,21,M,280,1.678
1716,14,21,100,0,n,1958,1,21,M,280,1.958
1717,14,22,0,0,n,1681,1,21,M,280,1.681
1718,14,23,0,1,b,1460,1,21,M,280,1.46
1719,14,24,150,0,n,2462,1,21,M,280,2.462
1720,14,25,150,0,n,1857,1,21,M,280,1.857
1721,14,26,50,0,n,1810,1,21,M,280,1.81
1722,14,27,50,1,b,1149,1,21,M,280,1.149
1723,14,28,100,1,b,2049,1,21,M,280,2.049
1724,14,29,0,1,b,1234,1,21,M,280,1.234
1725,14,30,0,0,n,1204,1,21,M,280,1.204
1726,14,31,150,1,n,2535,0,21,M,280,2.535
1727,14,32,100,0,n,2757,1,21,M,280,2.757
1728,14,33,50,1,b,1306,1,21,M,280,1.306
1729,14,34,100,1,b,2674,1,21,M,280,2.674
1730,14,35,150,1,b,1705,1,21,M,280,1.705
1731,14,36,0,0,n,1359,1,21,M,280,1.359
1732,14,37,100,1,b,3827,1,21,M,280,3.827
1733,14,38,150,0,n,1426,1,21,M,280,1.426
1734,14,39,0,1,b,1468,1,21,M,280,1.468
1735,14,40,50,0,n,1157,1,21,M,280,1.157
1736,14,41,150,1,b,1578,1,21,M,280,1.578
1737,14,42,0,0,n,1117,1,21,M,280,1.117
1738,14,43,100,1,b,1678,1,21,M,280,1.678
1739,14,44,150,0,b,1612,0,21,M,280,1.612
1740,14,45,50,0,n,1032,1,21,M,280,1.032
1741,14,46,100,0,n,1487,1,21,M,280,1.487
1742,14,47,0,1,b,1127,1,21,M,280,1.127
1743,14,48,50,1,b,1878,1,21,M,280,1.878
1744,14,49,100,0,n,1516,1,21,M,280,1.516
1745,14,50,150,0,n,1359,1,21,M,280,1.359
1746,14,51,0,1,b,1041,1,21,M,280,1.041
1747,14,52,0,0,n,1099,1,21,M,280,1.099
1748,14,53,100,1,b,1594,1,21,M,280,1.594
1749,14,54,50,0,n,1234,1,21,M,280,1.234
1750,14,55,150,1,b,1958,1,21,M,280,1.958
1751,14,56,50,1,b,1498,1,21,M,280,1.498
